192.168.2.63 - - [02/Oct/2012:10:57:55 +0200] "GET /SiteWebIF/Intranet-personnel.php?ticket=ST-183688-YqeKeMxk2O3dPNlTuIRZ-dsi-vm04 HTTP/1.1" 302 - "http://if.insa-lyon.fr/" "Mozilla/5.0 (X11; U; Linux x86_64; fr; rv:1.9.1.16) Gecko/20120602 Iceweasel/3.5.16 (like Firefox/3.5.16)"
192.168.2.63 - - [02/Oct/2012:10:57:55 +0200] "GET /SiteWebIF/Intranet-personnel.php HTTP/1.1" 200 5144 "http://if.insa-lyon.fr/" "Mozilla/5.0 (X11; U; Linux x86_64; fr; rv:1.9.1.16) Gecko/20120602 Iceweasel/3.5.16 (like Firefox/3.5.16)"
192.168.2.63 - - [02/Oct/2012:10:58:04 +0200] "GET /notesif HTTP/1.1" 301 248 "http://intranet-if.insa-lyon.fr/SiteWebIF/Intranet-personnel.php" "Mozilla/5.0 (X11; U; Linux x86_64; fr; rv:1.9.1.16) Gecko/20120602 Iceweasel/3.5.16 (like Firefox/3.5.16)"
192.168.2.63 - - [02/Oct/2012:10:58:04 +0200] "GET /notesif/ HTTP/1.1" 302 - "http://intranet-if.insa-lyon.fr/SiteWebIF/Intranet-personnel.php" "Mozilla/5.0 (X11; U; Linux x86_64; fr; rv:1.9.1.16) Gecko/20120602 Iceweasel/3.5.16 (like Firefox/3.5.16)"
192.168.0.11 - - [02/Oct/2012:10:58:15 +0200] "GET /temps/5IF41.html HTTP/1.1" 200 23925 "http://intranet-if.insa-lyon.fr/temps/5IF40.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1284.0 Safari/537.13"
192.168.0.11 - - [02/Oct/2012:10:58:21 +0200] "GET /temps/5IF42.html HTTP/1.1" 304 - "http://intranet-if.insa-lyon.fr/temps/5IF41.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1284.0 Safari/537.13"
192.168.0.11 - - [02/Oct/2012:10:58:22 +0200] "GET /temps/5IF43.html HTTP/1.1" 304 - "http://intranet-if.insa-lyon.fr/temps/5IF42.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1284.0 Safari/537.13"
192.168.0.11 - - [02/Oct/2012:10:58:25 +0200] "GET /temps/5IF45.html HTTP/1.1" 200 20894 "http://intranet-if.insa-lyon.fr/temps/5IF44.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1284.0 Safari/537.13"
192.168.0.11 - - [02/Oct/2012:10:58:34 +0200] "GET /temps/5IF39.html HTTP/1.1" 200 16046 "http://intranet-if.insa-lyon.fr/temps/5IF40.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1284.0 Safari/537.13"
192.168.5.101 - - [02/Oct/2012:10:58:35 +0200] "GET /permanences/ HTTP/1.1" 200 4823 "-" "Mozilla/5.0 (Windows NT 6.1; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
